sep=;
Date;Highprice;Lowprice;Closingprice;Averageprice;Totalvolume;Turnover;
2024-07-02;977.61;969.30;972.91;;1;;
2024-07-01;983.43;975.70;980.42;;1;;
2024-06-28;977.68;972.13;975.04;;1;;
2024-06-27;974.71;969.12;971.18;;1;;
2024-06-26;981.66;968.80;973.11;;1;;
2024-06-25;980.62;970.37;971.39;;1;;
2024-06-24;984.37;969.67;984.20;;1;;
2024-06-20;978.12;968.74;978.12;;1;;
2024-06-19;972.20;967.21;967.46;;1;;
2024-06-18;976.71;967.91;972.37;;1;;
2024-06-17;978.33;965.71;970.75;;1;;
2024-06-14;985.71;969.28;971.63;;1;;
2024-06-13;999.25;983.88;983.92;;1;;
2024-06-12;1,002.16;985.25;1,000.42;;1;;
2024-06-11;991.31;979.40;982.85;;1;;
2024-06-10;989.18;981.52;986.12;;1;;
2024-06-07;995.07;985.82;993.44;;1;;
2024-06-05;992.42;988.50;992.34;;1;;
2024-06-04;990.93;982.91;984.55;;1;;
2024-06-03;1,002.33;989.23;991.74;;1;;
2024-05-31;991.99;982.52;990.84;;1;;
2024-05-30;986.88;977.19;985.91;;1;;
2024-05-29;992.75;980.59;980.59;;1;;
2024-05-28;1,002.97;992.88;995.46;;1;;
2024-05-27;1,000.27;995.77;999.88;;1;;
2024-05-24;1,000.15;993.13;999.34;;1;;
2024-05-23;1,007.83;1,001.37;1,003.47;;1;;
2024-05-22;1,004.72;999.68;1,003.03;;1;;
2024-05-21;1,002.31;997.92;1,001.87;;1;;
2024-05-20;1,002.42;992.73;1,002.42;;1;;
2024-05-17;991.23;986.67;990.72;;1;;
2024-05-16;1,000.44;992.24;992.96;;1;;
2024-05-15;1,002.10;994.05;998.17;;1;;
2024-05-14;995.22;987.85;995.22;;1;;
2024-05-13;988.75;984.96;988.16;;1;;
2024-05-10;990.96;981.70;988.98;;1;;
2024-05-08;977.83;971.82;974.44;;1;;
2024-05-07;974.31;962.87;974.31;;1;;
2024-05-06;962.47;954.74;962.29;;1;;
2024-05-03;957.74;947.38;954.50;;1;;
2024-05-02;954.22;946.34;947.30;;1;;
2024-04-30;959.22;951.68;957.95;;1;;
2024-04-29;960.16;953.66;959.18;;1;;
2024-04-26;953.94;942.81;951.83;;1;;
2024-04-25;948.19;931.39;937.06;;1;;
2024-04-24;955.08;947.89;949.57;;1;;
2024-04-23;954.04;942.28;953.69;;1;;
2024-04-22;944.48;937.94;939.37;;1;;
2024-04-15;960.77;950.18;951.58;;1;;
2024-04-12;963.78;946.12;947.32;;1;;
2024-04-11;954.02;939.96;947.71;;1;;
2024-04-10;966.25;947.76;955.15;;1;;
2024-04-09;963.00;955.19;956.36;;1;;
2024-04-08;964.57;955.57;962.73;;1;;
2024-04-05;955.73;947.20;955.12;;1;;
2024-04-04;964.03;958.82;962.77;;1;;
2024-04-03;960.41;952.88;959.91;;1;;
2024-04-02;970.48;955.69;958.26;;1;;
2024-03-28;970.79;962.70;963.34;;1;;
2024-03-27;976.09;970.22;971.19;;1;;
2024-03-26;972.25;962.78;971.52;;1;;
2024-03-25;969.79;961.98;965.74;;1;;
2024-03-22;972.19;963.33;966.90;;1;;
2024-03-21;968.32;958.96;968.32;;1;;
2024-03-20;954.62;944.06;951.42;;1;;
2024-03-19;951.60;941.90;951.60;;1;;
2024-03-18;956.04;944.85;945.70;;1;;
2024-03-13;954.24;947.81;952.95;;1;;
2024-03-12;951.48;939.92;950.32;;1;;
2024-03-11;936.81;932.12;936.52;;1;;
2024-03-08;940.57;930.90;938.67;;1;;
2024-03-07;932.62;917.10;930.04;;1;;
2024-03-06;927.90;917.73;925.98;;1;;
2024-03-05;924.39;918.25;918.80;;1;;
2024-03-04;931.38;923.58;925.20;;1;;
2024-03-01;930.96;925.76;929.79;;1;;
2024-02-29;924.55;918.58;922.24;;1;;
2024-02-28;920.55;916.83;919.32;;1;;
2024-02-27;920.14;915.49;919.39;;1;;
2024-02-26;919.51;914.90;917.29;;1;;
2024-02-23;917.65;910.38;916.99;;1;;
2024-02-22;917.68;909.86;914.10;;1;;
2024-02-21;909.96;904.35;908.13;;1;;
2024-02-20;912.11;905.46;909.34;;1;;
2024-02-19;912.27;906.95;911.27;;1;;
2024-02-16;913.07;906.08;911.05;;1;;
2024-02-15;903.29;898.69;903.15;;1;;
2024-02-14;894.84;888.71;894.18;;1;;
2024-02-13;897.87;885.77;890.56;;1;;
2024-02-12;898.14;892.12;897.93;;1;;
2024-02-09;896.36;888.82;890.75;;1;;
2024-02-08;895.52;891.85;894.02;;1;;
2024-02-07;892.52;888.38;890.46;;1;;
2024-02-06;889.67;880.64;888.97;;1;;
2024-02-05;892.73;882.02;882.38;;1;;
2024-02-01;897.18;885.77;892.01;;1;;
2024-01-31;891.96;887.32;888.52;;1;;
2024-01-30;893.12;886.92;888.94;;1;;
2024-01-29;891.89;880.68;888.27;;1;;
2024-01-26;888.28;876.65;888.02;;1;;
2024-01-25;884.00;875.04;883.98;;1;;
2024-01-24;882.62;876.77;879.26;;1;;
2024-01-23;875.85;867.51;872.89;;1;;
2024-01-22;871.45;863.96;869.80;;1;;
2024-01-19;870.96;858.28;859.65;;1;;
2024-01-18;868.18;859.10;865.47;;1;;
2024-01-17;861.68;855.93;861.13;;1;;
2024-01-16;875.57;868.49;871.91;;1;;
2024-01-15;887.71;875.73;876.90;;1;;
2024-01-12;887.74;878.89;886.52;;1;;
2024-01-11;890.48;875.95;876.30;;1;;
2024-01-10;882.92;878.01;880.86;;1;;
2024-01-09;888.61;878.10;881.95;;1;;
2024-01-08;885.90;872.90;885.90;;1;;
2024-01-05;883.18;876.47;877.02;;1;;
2024-01-04;888.17;881.45;886.93;;1;;
2024-01-02;908.76;895.87;900.25;;1;;
2023-12-29;906.29;902.27;902.88;;1;;
2023-12-28;904.03;899.19;901.40;;1;;
2023-12-27;904.09;897.28;900.70;;1;;
2023-12-22;898.29;890.01;895.89;;1;;
2023-12-21;894.56;889.70;893.39;;1;;
2023-12-20;900.82;894.42;899.21;;1;;
2023-12-19;900.66;893.45;898.18;;1;;
2023-12-18;895.46;889.56;892.35;;1;;
2023-12-15;902.29;893.32;896.81;;1;;
2023-12-14;890.76;880.35;889.11;;1;;
2023-12-13;870.40;863.71;863.71;;1;;
2023-12-12;871.72;866.17;866.84;;1;;
2023-12-11;871.53;862.85;871.53;;1;;
2023-12-08;866.36;856.72;863.55;;1;;
2023-12-07;859.25;851.55;857.97;;1;;
2023-12-06;860.30;847.85;858.35;;1;;
2023-12-05;849.82;839.65;848.92;;1;;
2023-12-04;847.10;839.54;841.05;;1;;
2023-12-01;841.57;836.51;841.16;;1;;
2023-11-30;838.73;832.12;834.42;;1;;
2023-11-29;837.08;827.34;835.44;;1;;
2023-11-28;831.58;824.66;827.48;;1;;
2023-11-27;835.74;830.74;832.76;;1;;
2023-11-24;834.33;831.52;833.96;;1;;
2023-11-23;837.06;829.34;832.56;;1;;
2023-11-22;831.22;822.99;828.70;;1;;
2023-11-21;828.44;821.40;821.53;;1;;
2023-11-20;827.94;820.32;827.10;;1;;
2023-11-17;824.68;815.45;822.50;;1;;
2023-11-16;821.18;811.72;812.56;;1;;
2023-11-15;828.07;816.36;821.18;;1;;
2023-11-14;815.85;789.39;815.85;;1;;
2023-11-13;793.02;787.06;789.32;;1;;
2023-11-10;792.34;784.34;788.32;;1;;
2023-11-09;798.14;786.83;797.67;;1;;
2023-11-08;790.69;781.99;786.69;;1;;
2023-11-07;789.68;783.97;786.63;;1;;
2023-11-06;795.66;786.09;788.55;;1;;
2023-11-03;792.46;787.52;790.22;;1;;
2023-11-02;788.06;771.02;783.58;;1;;
2023-11-01;768.67;759.94;764.54;;1;;
2023-10-31;766.86;758.15;766.04;;1;;
2023-10-30;760.26;754.61;756.76;;1;;
2023-10-26;760.28;746.78;757.12;;1;;
2023-10-25;762.10;750.93;757.48;;1;;
2023-10-24;763.19;753.52;761.37;;1;;
2023-10-23;762.63;748.84;756.29;;1;;
2023-10-20;766.00;758.36;759.97;;1;;
2023-10-19;783.20;772.47;773.50;;1;;
2023-10-18;792.20;780.59;780.77;;1;;
2023-10-17;797.97;785.61;791.96;;1;;
2023-10-16;804.22;795.18;800.44;;1;;
2023-10-13;810.01;800.49;801.05;;1;;
2023-10-12;821.16;811.46;812.09;;1;;
2023-10-11;807.86;803.15;806.38;;1;;
2023-10-10;806.86;792.90;806.23;;1;;
2023-10-09;790.65;782.89;783.75;;1;;
2023-10-05;787.94;780.09;783.97;;1;;
2023-10-04;781.82;774.25;778.33;;1;;
2023-10-03;792.57;781.22;781.69;;1;;
2023-10-02;803.01;788.08;791.71;;1;;
2023-09-29;799.11;791.92;795.37;;1;;
2023-09-28;787.78;780.44;787.70;;1;;
2023-09-27;790.88;783.46;784.90;;1;;
2023-09-26;793.05;783.65;785.95;;1;;
2023-09-25;802.18;791.17;796.36;;1;;
2023-09-22;805.21;799.61;800.67;;1;;
2023-09-21;811.51;803.16;805.68;;1;;
2023-09-20;814.62;803.34;813.58;;1;;
2023-09-19;809.49;801.32;803.24;;1;;
2023-09-18;811.67;805.66;807.01;;1;;
2023-09-15;819.44;812.03;812.03;;1;;
2023-09-14;811.90;798.74;811.12;;1;;
2023-09-13;802.44;794.36;799.97;;1;;
2023-09-12;811.63;803.84;804.49;;1;;
2023-09-11;811.85;806.14;810.06;;1;;
2023-09-08;811.59;802.12;805.79;;1;;
2023-09-07;816.97;807.08;809.44;;1;;
2023-09-06;820.03;810.77;817.37;;1;;
2023-09-05;819.74;812.17;817.34;;1;;
2023-09-04;819.18;814.55;815.07;;1;;
2023-09-01;817.15;807.81;812.30;;1;;
2023-08-31;815.53;808.55;812.55;;1;;
2023-08-30;813.73;807.41;809.55;;1;;
2023-08-29;811.95;806.77;811.01;;1;;
2023-08-28;806.34;800.20;805.21;;1;;
2023-08-25;800.87;790.42;795.34;;1;;
2023-08-24;807.86;794.66;794.69;;1;;
2023-08-23;801.14;797.08;799.36;;1;;
2023-08-22;801.61;794.64;798.62;;1;;
2023-08-21;802.22;792.30;792.45;;1;;
2023-08-18;799.82;792.86;798.37;;1;;
2023-08-17;809.45;802.51;803.15;;1;;
2023-08-16;816.12;811.12;814.62;;1;;
2023-08-15;825.31;813.31;815.90;;1;;
2023-08-14;828.35;820.46;825.32;;1;;
2023-08-11;831.62;823.78;825.54;;1;;
2023-08-10;836.69;829.15;834.23;;1;;
2023-08-09;832.64;826.36;827.36;;1;;
2023-08-08;827.59;820.45;822.16;;1;;
2023-08-07;829.40;822.58;827.62;;1;;
2023-08-04;829.83;823.36;829.58;;1;;
2023-08-03;828.92;821.51;823.40;;1;;
2023-08-02;834.92;825.02;831.40;;1;;
2023-08-01;843.17;839.36;839.45;;1;;
2023-07-31;846.58;842.17;844.63;;1;;
2023-07-28;847.24;841.40;845.79;;1;;
2023-07-27;850.05;841.89;846.03;;1;;
2023-07-26;843.31;834.48;840.12;;1;;
2023-07-25;846.32;836.10;845.90;;1;;
2023-07-24;840.20;830.85;839.42;;1;;
2023-07-21;834.04;824.89;834.02;;1;;
2023-07-20;832.35;823.65;832.13;;1;;
2023-07-19;839.33;831.28;835.01;;1;;
2023-07-18;836.31;828.60;836.11;;1;;
2023-07-17;827.82;822.41;827.58;;1;;
2023-07-14;833.49;826.64;831.28;;1;;
2023-07-13;839.75;835.08;836.05;;1;;
2023-07-12;839.49;826.18;839.00;;1;;
2023-07-11;832.02;823.68;829.67;;1;;
2023-07-10;828.41;822.97;826.59;;1;;
2023-07-07;831.39;820.94;829.48;;1;;
2023-07-06;836.05;822.10;824.09;;1;;
2023-07-05;844.98;838.45;839.81;;1;;
2023-07-04;847.55;842.80;847.12;;1;;
2023-07-03;849.02;842.25;842.56;;1;;
2023-06-30;849.19;841.62;847.69;;1;;
2023-06-29;841.78;832.74;839.26;;1;;
2023-06-28;834.52;828.20;833.71;;1;;
2023-06-27;825.30;817.30;824.02;;1;;
2023-06-26;824.91;814.12;823.91;;1;;
2023-06-22;825.92;820.66;825.16;;1;;
2023-06-21;837.54;830.99;832.55;;1;;
2023-06-20;844.44;839.16;839.85;;1;;
2023-06-19;853.78;844.97;845.68;;1;;
2023-06-16;862.06;858.13;859.32;;1;;
2023-06-15;861.69;851.84;857.63;;1;;
2023-06-14;861.97;857.22;860.24;;1;;
2023-06-13;863.63;857.81;861.05;;1;;
2023-06-12;859.13;852.97;855.15;;1;;
2023-06-09;856.18;851.79;855.10;;1;;
2023-06-08;858.21;852.78;854.75;;1;;
2023-06-07;861.19;856.90;858.27;;1;;
2023-06-05;860.30;851.64;853.83;;1;;
2023-06-02;854.10;841.95;853.60;;1;;
2023-06-01;837.08;830.76;835.80;;1;;
2023-05-31;835.04;828.58;830.29;;1;;
2023-05-30;844.76;836.38;836.60;;1;;
2023-05-29;847.42;836.33;838.06;;1;;
2023-05-26;844.46;831.56;842.95;;1;;
2023-05-25;834.76;828.16;829.04;;1;;
2023-05-24;843.75;831.19;832.03;;1;;
2023-05-23;856.91;850.73;851.31;;1;;
2023-05-22;855.35;850.91;855.01;;1;;
2023-05-19;858.27;851.30;856.16;;1;;
2023-05-17;841.67;838.69;840.58;;1;;
2023-05-16;848.13;839.18;841.02;;1;;
2023-05-15;849.34;844.46;849.34;;1;;
2023-05-12;848.03;841.20;842.78;;1;;
2023-05-11;845.66;837.02;842.93;;1;;
2023-05-10;842.18;827.48;834.28;;1;;
2023-05-09;844.09;833.72;838.78;;1;;
2023-05-08;850.62;844.68;847.94;;1;;
2023-05-05;849.97;839.43;849.97;;1;;
2023-05-04;844.33;837.95;842.76;;1;;
2023-05-03;850.10;841.57;845.24;;1;;
2023-05-02;858.45;843.39;843.82;;1;;
2023-04-28;860.40;849.11;858.61;;1;;
2023-04-27;857.76;841.09;855.20;;1;;
2023-04-26;845.98;835.64;845.03;;1;;
2023-04-25;850.44;843.78;847.19;;1;;
2023-04-24;855.00;848.31;852.06;;1;;
2023-04-21;851.85;843.73;848.22;;1;;
2023-04-20;854.21;847.08;849.05;;1;;
2023-04-19;856.45;851.30;853.57;;1;;
2023-04-18;862.91;855.62;858.73;;1;;
2023-04-17;864.60;857.03;857.81;;1;;
2023-04-14;861.00;853.28;858.82;;1;;
2023-04-13;849.36;843.29;848.86;;1;;
2023-04-12;855.64;843.45;844.97;;1;;
2023-04-11;843.88;837.54;843.88;;1;;
2023-04-06;830.75;825.67;830.46;;1;;
2023-04-05;838.23;823.42;826.35;;1;;
2023-04-04;850.87;841.36;842.82;;1;;
2023-04-03;841.87;836.55;837.64;;1;;
2023-03-31;843.48;831.01;842.93;;1;;
2023-03-30;833.79;818.09;833.78;;1;;
2023-03-29;813.95;804.16;813.95;;1;;
2023-03-28;810.22;798.71;800.48;;1;;
2023-03-27;809.65;798.49;803.15;;1;;
2023-03-24;806.32;792.03;794.17;;1;;
2023-03-23;811.55;799.63;810.41;;1;;
2023-03-22;815.85;810.78;812.25;;1;;
2023-03-21;819.53;811.10;815.80;;1;;
2023-03-20;809.74;780.49;805.30;;1;;
2023-03-17;819.93;793.01;797.07;;1;;
2023-03-16;814.48;794.99;811.87;;1;;
2023-03-15;829.77;801.04;801.04;;1;;
2023-03-14;836.18;816.25;832.60;;1;;
2023-03-13;836.36;809.34;819.33;;1;;
2023-03-10;840.91;828.13;833.01;;1;;
2023-03-09;855.83;846.17;853.17;;1;;
2023-03-08;858.95;853.55;856.45;;1;;
2023-03-07;869.00;857.13;857.47;;1;;
2023-03-06;867.80;861.22;865.47;;1;;
2023-03-03;863.32;852.77;863.12;;1;;
2023-03-02;850.68;842.69;847.99;;1;;
2023-03-01;858.65;847.19;848.33;;1;;
2023-02-28;854.30;845.37;853.48;;1;;
2023-02-27;855.77;844.04;853.07;;1;;
2023-02-24;856.28;837.68;840.73;;1;;
2023-02-23;857.34;851.22;851.51;;1;;
2023-02-22;850.45;841.62;849.83;;1;;
2023-02-21;862.19;851.44;851.74;;1;;
2023-02-20;867.52;859.10;860.72;;1;;
2023-02-17;867.45;857.10;863.51;;1;;
2023-02-16;872.75;861.47;868.22;;1;;
2023-02-15;867.95;856.53;867.95;;1;;
2023-02-14;870.55;858.28;861.54;;1;;
2023-02-13;861.41;849.79;861.07;;1;;
2023-02-10;858.13;843.07;848.50;;1;;
2023-02-09;871.90;860.59;861.90;;1;;
2023-02-08;874.36;865.56;865.56;;1;;
2023-02-07;871.36;865.01;867.14;;1;;
2023-02-06;880.65;867.06;869.46;;1;;
2023-02-03;886.66;874.50;885.78;;1;;
2023-02-02;886.59;857.67;886.59;;1;;
2023-02-01;852.59;843.43;850.74;;1;;
2023-01-31;845.46;837.81;843.33;;1;;
2023-01-30;848.49;842.14;846.61;;1;;
2023-01-27;851.34;844.98;850.47;;1;;
2023-01-26;848.74;842.32;845.14;;1;;
2023-01-25;850.82;840.64;844.81;;1;;
2023-01-24;854.49;845.52;850.25;;1;;
2023-01-23;853.37;845.04;853.01;;1;;
2023-01-20;840.71;833.83;840.30;;1;;
2023-01-19;847.14;830.70;830.70;;1;;
2023-01-18;860.69;847.82;851.37;;1;;
2023-01-17;854.76;847.36;850.29;;1;;
2023-01-16;854.85;845.43;854.85;;1;;
2023-01-13;851.19;842.28;847.04;;1;;
2023-01-12;853.81;838.86;850.44;;1;;
2023-01-11;843.63;831.82;841.46;;1;;
2023-01-10;831.97;825.85;830.39;;1;;
2023-01-09;833.88;821.61;833.88;;1;;
2023-01-05;814.77;806.07;813.99;;1;;
2023-01-04;810.32;803.12;810.32;;1;;
2023-01-03;808.10;794.57;801.77;;1;;
2023-01-02;795.85;787.83;795.85;;1;;
2022-12-30;794.82;781.86;781.86;;1;;
2022-12-29;795.31;779.72;795.31;;1;;
2022-12-28;791.26;782.81;784.08;;1;;
2022-12-27;794.60;787.24;789.57;;1;;
2022-12-23;788.64;780.17;784.89;;1;;
2022-12-22;791.89;777.62;778.89;;1;;
2022-12-21;788.43;778.91;788.17;;1;;
2022-12-20;778.56;769.43;775.69;;1;;
2022-12-19;788.52;779.29;780.92;;1;;
2022-12-16;800.65;781.44;783.11;;1;;
2022-12-15;814.76;799.08;799.08;;1;;
2022-12-14;827.60;812.46;824.17;;1;;
2022-12-13;833.37;806.54;822.74;;1;;
2022-12-12;809.21;802.80;808.70;;1;;
2022-12-09;812.47;802.70;811.50;;1;;
2022-12-08;802.79;795.63;799.87;;1;;
2022-12-07;805.48;797.12;799.43;;1;;
2022-12-06;822.06;805.94;807.28;;1;;
2022-12-05;824.28;814.47;821.22;;1;;
2022-12-02;819.50;807.17;816.60;;1;;
2022-12-01;820.43;809.76;814.00;;1;;
2022-11-30;811.44;801.11;803.40;;1;;
2022-11-29;808.12;799.81;800.23;;1;;
2022-11-28;811.44;801.61;803.82;;1;;
2022-11-25;813.59;806.70;813.29;;1;;
2022-11-24;816.45;806.91;811.42;;1;;
2022-11-23;809.72;802.77;809.05;;1;;
2022-11-22;804.99;792.29;802.36;;1;;
2022-11-21;801.57;792.26;797.60;;1;;
2022-11-18;802.44;789.94;798.93;;1;;
2022-11-17;803.19;787.31;790.38;;1;;
2022-11-16;812.01;793.85;795.27;;1;;
2022-11-15;816.54;804.06;808.46;;1;;
2022-11-14;820.61;809.86;814.44;;1;;
2022-11-11;819.69;807.11;817.24;;1;;
2022-11-09;778.00;770.39;776.55;;1;;
2022-11-08;779.29;763.52;778.41;;1;;
2022-11-07;769.17;757.24;766.90;;1;;
2022-11-04;759.49;747.49;759.49;;1;;
2022-11-03;750.54;740.95;746.05;;1;;
2022-11-02;760.65;754.43;756.82;;1;;
2022-11-01;766.45;753.94;756.29;;1;;
2022-10-31;753.72;746.69;750.42;;1;;
2022-10-28;753.58;741.32;752.19;;1;;
2022-10-27;754.34;745.28;751.97;;1;;
2022-10-26;754.27;743.34;753.85;;1;;
2022-10-25;749.97;730.70;749.91;;1;;
2022-10-24;734.45;720.60;733.83;;1;;
2022-10-21;722.28;710.26;719.06;;1;;
2022-10-19;744.22;725.89;725.89;;1;;
2022-10-18;744.53;735.09;739.89;;1;;
2022-10-17;731.75;707.73;728.48;;1;;
2022-10-14;722.58;709.49;712.85;;1;;
2022-10-12;705.47;695.74;697.83;;1;;
2022-10-11;703.72;693.88;700.40;;1;;
2022-10-10;711.36;696.43;700.81;;1;;
2022-10-07;721.64;701.81;702.33;;1;;
2022-10-06;728.87;720.07;722.71;;1;;
2022-10-05;733.73;717.02;719.79;;1;;
2022-10-04;735.97;717.23;735.97;;1;;
2022-09-30;707.20;690.81;706.20;;1;;
2022-09-29;703.54;684.28;690.07;;1;;
2022-09-28;707.25;684.49;707.06;;1;;
2022-09-27;706.75;696.97;700.01;;1;;
2022-09-26;707.90;697.14;697.14;;1;;
2022-09-23;709.72;692.73;702.40;;1;;
2022-09-22;723.06;708.21;708.56;;1;;
2022-09-21;731.49;717.92;729.56;;1;;
2022-09-20;744.87;722.64;722.79;;1;;
2022-09-19;740.07;728.34;737.28;;1;;
2022-09-16;746.96;740.44;741.56;;1;;
2022-09-15;761.58;750.91;752.43;;1;;
2022-09-14;766.47;753.30;755.90;;1;;
2022-09-13;787.38;765.64;765.64;;1;;
2022-09-12;783.88;770.14;783.76;;1;;
2022-09-09;771.02;757.65;767.67;;1;;
2022-09-08;758.79;741.40;755.36;;1;;
2022-09-07;751.70;741.85;750.09;;1;;
2022-09-06;759.49;745.61;752.15;;1;;
2022-09-05;750.62;740.77;749.58;;1;;
2022-09-02;761.04;744.05;760.86;;1;;
2022-09-01;757.26;742.08;742.08;;1;;
2022-08-31;774.43;763.08;763.08;;1;;
2022-08-30;781.32;765.50;768.39;;1;;
2022-08-29;770.30;758.34;766.53;;1;;
2022-08-26;793.69;771.97;772.67;;1;;
2022-08-25;791.60;781.16;788.05;;1;;
2022-08-24;789.69;775.55;785.57;;1;;
2022-08-23;795.86;783.07;785.10;;1;;
2022-08-22;808.16;790.27;790.27;;1;;
2022-08-19;819.31;807.79;807.79;;1;;
2022-08-18;823.86;812.85;821.37;;1;;
2022-08-17;828.74;812.25;813.65;;1;;
2022-08-16;828.53;821.10;826.04;;1;;
2022-08-15;828.10;819.39;821.28;;1;;
2022-08-12;824.67;818.13;822.38;;1;;
2022-08-11;824.11;813.92;818.47;;1;;
2022-08-10;817.57;789.84;817.57;;1;;
2022-08-09;813.11;794.22;796.70;;1;;
2022-08-08;815.89;805.85;812.27;;1;;
2022-08-05;820.67;802.35;802.40;;1;;
2022-08-04;819.13;813.29;816.35;;1;;
2022-08-03;812.51;800.56;810.66;;1;;
2022-08-02;809.89;799.33;803.01;;1;;
2022-08-01;824.91;809.32;813.87;;1;;
2022-07-29;823.74;809.52;822.71;;1;;
2022-07-28;805.22;794.46;805.22;;1;;
2022-07-27;794.51;785.46;788.58;;1;;
2022-07-26;797.88;784.81;785.03;;1;;
2022-07-25;800.51;791.94;794.88;;1;;
2022-07-22;802.70;786.44;799.51;;1;;
2022-07-21;792.00;775.14;791.07;;1;;
2022-07-20;787.84;776.59;780.54;;1;;
2022-07-19;781.33;760.51;780.63;;1;;
2022-07-18;772.27;761.16;770.57;;1;;
2022-07-15;757.60;744.20;757.41;;1;;
2022-07-14;762.28;745.20;752.28;;1;;
2022-07-13;775.03;757.10;764.02;;1;;
2022-07-12;778.18;754.99;778.18;;1;;
2022-07-11;772.72;762.45;766.02;;1;;
2022-07-08;777.40;766.42;777.40;;1;;
2022-07-07;773.49;757.98;772.23;;1;;
2022-07-06;756.49;742.43;755.05;;1;;
2022-07-05;749.74;729.05;733.43;;1;;
2022-07-04;746.26;737.66;739.96;;1;;
2022-07-01;746.33;726.38;739.93;;1;;
2022-06-30;740.14;727.48;734.28;;1;;
2022-06-29;751.90;742.41;747.99;;1;;
2022-06-28;765.86;753.13;753.75;;1;;
2022-06-27;762.91;751.87;759.63;;1;;
2022-06-24;735.09;735.09;735.09;;1;;
2022-06-23;743.97;731.00;735.09;;1;;
2022-06-22;748.00;729.55;745.83;;1;;
2022-06-21;762.11;748.82;750.39;;1;;
2022-06-20;753.83;743.83;749.63;;1;;
2022-06-17;757.17;741.58;744.77;;1;;
2022-06-16;769.57;739.91;743.44;;1;;
2022-06-15;774.12;761.68;770.28;;1;;
2022-06-14;785.43;760.93;763.34;;1;;
2022-06-13;788.62;775.58;778.44;;1;;
2022-06-10;813.45;794.57;794.99;;1;;
2022-06-09;833.68;818.90;819.00;;1;;
2022-06-08;841.98;832.66;837.00;;1;;
2022-06-07;841.56;829.00;837.53;;1;;
2022-06-03;846.76;834.72;835.36;;1;;
2022-06-02;841.07;828.90;839.76;;1;;
2022-06-01;838.13;825.85;826.50;;1;;
2022-05-31;845.15;832.67;832.82;;1;;
2022-05-30;851.91;842.51;845.69;;1;;
2022-05-27;837.97;818.78;836.88;;1;;
2022-05-25;822.53;804.27;804.29;;1;;
2022-05-24;820.79;811.07;813.06;;1;;
2022-05-23;827.63;814.04;821.64;;1;;
2022-05-20;824.92;811.33;813.29;;1;;
2022-05-19;812.85;797.02;811.02;;1;;
2022-05-18;827.37;812.04;812.71;;1;;
2022-05-17;828.93;818.12;822.21;;1;;
2022-05-16;818.45;806.44;812.35;;1;;
2022-05-13;813.00;798.45;811.67;;1;;
2022-05-12;794.59;777.61;793.05;;1;;
2022-05-11;796.59;780.15;796.59;;1;;
2022-05-10;789.89;773.27;777.50;;1;;
2022-05-09;789.82;767.50;767.50;;1;;
2022-05-06;805.33;784.98;793.71;;1;;
2022-05-05;834.34;807.43;808.21;;1;;
2022-05-04;829.42;817.26;818.05;;1;;
2022-05-03;836.18;825.20;829.75;;1;;
2022-05-02;838.25;780.41;828.38;;1;;
2022-04-29;852.49;839.81;845.51;;1;;
2022-04-28;847.74;831.69;836.59;;1;;
2022-04-27;843.65;825.29;837.60;;1;;
2022-04-26;854.36;829.41;829.41;;1;;
2022-04-25;859.01;843.67;847.24;;1;;
2022-04-22;880.54;866.13;868.21;;1;;
2022-04-21;893.53;878.67;885.29;;1;;
2022-04-20;886.83;875.90;880.13;;1;;
2022-04-19;879.61;868.98;877.57;;1;;
2022-04-13;881.82;870.38;879.02;;1;;
2022-04-12;882.58;864.26;879.94;;1;;
2022-04-11;890.33;874.55;875.92;;1;;
2022-04-08;894.96;885.01;891.76;;1;;
2022-04-07;896.36;882.16;886.77;;1;;
2022-04-06;905.43;879.17;887.06;;1;;
2022-04-05;915.73;902.17;904.41;;1;;
2022-04-04;908.17;888.46;906.59;;1;;
2022-04-01;897.36;881.76;896.13;;1;;
2022-03-31;899.02;886.48;887.44;;1;;
2022-03-30;899.34;883.75;895.54;;1;;
2022-03-29;904.82;888.50;902.04;;1;;
2022-03-28;883.33;873.54;880.63;;1;;
2022-03-25;884.16;868.31;871.17;;1;;
2022-03-24;890.63;875.11;877.02;;1;;
2022-03-23;906.21;884.42;889.81;;1;;
2022-03-22;907.08;898.66;902.86;;1;;
2022-03-21;907.16;897.58;904.63;;1;;
2022-03-18;903.57;888.58;903.57;;1;;
2022-03-17;904.72;888.64;893.63;;1;;
2022-03-16;892.43;872.18;891.22;;1;;
2022-03-15;858.76;840.55;853.98;;1;;
2022-03-14;874.43;854.96;864.77;;1;;
2022-03-11;859.49;839.60;850.52;;1;;
2022-03-10;846.88;829.83;835.05;;1;;
2022-03-09;840.17;820.99;839.81;;1;;
2022-03-08;829.71;798.28;807.41;;1;;
2022-03-07;825.34;778.10;809.66;;1;;
2022-03-04;835.73;811.55;812.90;;1;;
2022-03-03;862.04;836.38;837.92;;1;;
2022-03-02;863.21;835.94;859.04;;1;;
2022-03-01;869.94;850.25;852.06;;1;;
2022-02-28;871.88;849.31;871.86;;1;;
2022-02-25;866.68;841.28;865.53;;1;;
2022-02-24;845.99;819.74;842.68;;1;;
2022-02-23;882.58;862.18;863.21;;1;;
2022-02-22;880.58;843.06;872.72;;1;;
